DISCOVERER_EUL,DISCOVERER_OWNER,DISCOVERER_WORKBOOK,DISCOVERER_WORKSHEET,ARGOS_PATH,ARGOS_DATABLOCK,ARGOS_REPORT_TYPE,ARGOS_REPORT_NAME,VETTED_IND,ARGOS_REPORT_DESCRIPTION,INPROG_IND
"FAISMGR","FREEMAND","Scholarship Recipients who did not file FAFSA","Did not file FAFSA - First time scholarship recipients enrolled - current aid year","Financial Aid.Scholarships","Scholarship Analysis","CSV Report","Scholarship Recipients Report - No FAFSA for Next Aid Year - Registered Only","N",,"N"
"FAISMGR","FREEMAND","Not Packaged","Students who filed FAFSA - Not packaged","Financial Aid.Applicants","Financial Aid Appliant Analysis","CSV Report","Filed FAFSA, Not Packaged Report","N",,"N"
"FAISMGR","FREEMAND","Not Packaged","Packaged Date >0 and Total Amt Null","Financial Aid.Applicants","Financial Aid Appliant Analysis","CSV Report","Filed FAFSA, Packaged, No Offers Report","N",,"N"
"FAISMGR","FREEMAND","Not Packaged","Students who filed FAFSA - Not packaged - Enrolled","Financial Aid.Applicants","Financial Aid Appliant Analysis","CSV Report","Filed FAFSA, Not Packaged Report","N",,"N"
"FAISMGR","FREEMAND","Export Data file","First Time Student-Fresh","Financial Aid.Applicants","Financial Aid Applicant Analysis","CSV Report","Need Data Report","N",,"N"
"FAISMGR","FREEMAND","Adm and Finance Foundation Reports","Foundation awards-Fall and Spring","Financial Aid","Administration and Finance Analysis","Crosstab","Offered Awards Summary","N",,"N"
"FAISMGR","FREEMAND","Adm and Finance Foundation Reports","Foundation awards-By term","Financial Aid","Administration and Finance Analysis","CSV Report","Offered Awards Report","N",,"N"
"FAISMGR","FREEMAND","Adm and Finance Foundation Reports","Foundation awards-Fall and Spring - crosstab","Financial Aid","Administration and Finance Analysis","Crosstab","Offered Awards Summary","N",,"N"
"FAISMGR","FREEMAND","Adm and Finance Foundation Reports","Stockton Scholarships - Presidential, Provost and Deans","Financial Aid","Administration and Finance Analysis","CSV Report","Accepted Awards Report","N",,"N"
"FAISMGR","FREEMAND","Adm and Finance Foundation Reports","All Scholarships","Financial Aid","Administration and Finance Analysis","CSV Report","Accepted Awards Report","N",,"N"
"FAISMGR","FREEMAND","VERIFICATION","RRAAREQ verification completed","Financial Aid.Requirements","Financial Aid Requirements Analysis","CSV Report","Verification Completed Report","N",,"N"
"AUTOMIC",,"STUDENT","SR_NULL_CONCENTRATIONS.SQL","Student.Majors/Minors/Concentrations","Student Concentration Analysis","CSV Report","Students Missing Concentrations Report","N",,"N"
"ALUMNI","JOHNS193","Alumni-Data-for-Sara-RJ","Gorirol","Use Banner","Business Rule Inquiry (GOIRSQL)",,"Use this form to query existing business rules by process code, rule code, or both.","N",,"N"
"COMP","COMP","Clean Address Errors","All Errors","Student.Demographics","Student Address Analysis","CSV Report","Data Audit - Clean Address Errors Report","N",,"N"
"HISTORY","COMP","SIS - OSR archive","Not Converted to Banner - Name","Student.Legacy Info System (PLUS)","Legacy Student Analysis","CSV Report","Not Converted To Banner Report","N",,"N"
"HISTORY","COMP","SIS - OSR archive","SIS Plus ALL - Name","Student.Legacy Info System (PLUS)","Legacy Student Analysis","CSV Report","Student Detail Report","N",,"N"
"COMP","COMP","Legacy Course Stats","By A Course","Student.Legacy Info System (PLUS)","Legacy Course Analysis","CSV Report","Legacy Course Analysis Report","N",,"N"
"SATURN","LOSASSOJ","WP Students for a Specific Term","Sheet 1","Admissions","Admitted Student Analysis","CSV Report","WP Enrolled Report","N",,"N"
"COMP","COMP","Leave of Absence","Open Leaves","Student.Demographics","Student Status Analysis","CSV Report","Active Leave of Absence Report","N",,"N"
"COMP","COMP","History Program Registration Search","Enrolled Students with Major 1 GPA","Student.Honors","Honors Program Analysis","CSV Report","Major GPAs Report","N",,"N"
"COMP","COMP","History Program Registration Search","Enrolled Students with Major 2 GPA","Student.Honors","Honors Program Analysis","CSV Report","Major GPAs Report","N",,"N"
"COMP","COMP","History Program Registration Search","Enrolled Students with in Major GPAs","Student.Honors","Honors Program Analysis","CSV Report","Major GPAs Report","N",,"N"
"COMP","COMP","History Program Registration Search","Enrolled Students by Term with Major 1 and Course Filter, and Course Attribute","Student.Honors","Honors Program Analysis","CSV Report","Course Info Report","N",,"N"
"COMP","COMP","Dean Evals","Identity Periods","Student.Advising","Dean Evaluations Analysis","MultiColumn ListBox","Evaluation Period","N",,"N"
"COMP","COMP","Dean Evals","Questions by Category","Student.Advising","Dean Evaluations Analysis","CSV Report","Questions Report - by Category","N",,"N"
"COMP","COMP","Dean Evals","Overall by Category","Student.Advising","Dean Evaluations Analysis","CSV Report","Overall Rating Report - by Category","N",,"N"
"COMP","COMP","Dean Evals","Comments by Category","Student.Advising","Dean Evaluations Analysis","CSV Report","Comments Report - by Category","N",,"N"
"COMP","COMP","Dean Evals","Comments by  Individual (not identified)","Student.Advising","Dean Evaluations Analysis","CSV Report","Comments Report - by Individual","N",,"N"
"COMP","COMP","Dean Evals","Gender Count","Student.Advising","Dean Evaluations Analysis","Crosstab","Counts by Gender/Contact Frequency/Employment Length","N",,"N"
"COMP","COMP","Dean Evals","Contact Count","Student.Advising","Dean Evaluations Analysis","Crosstab","Counts by Gender/Contact Frequency/Employment Length","N",,"N"
"COMP","COMP","Dean Evals","Employ Count","Student.Advising","Dean Evaluations Analysis","Crosstab","Counts by Gender/Contact Frequency/Employment Length","N",,"N"
"COMP","COMP","Computer Services - Faculty Room Schedule","By Term","Student.Courses","Course Catalog Analysis","CSV Report","Instructor Schedule Report","N",,"N"
"COMP","COMP","TEDU - Course Stats","Course Stats","Student.TEDU Program","TEDU & MAED Analysis","Crosstab","Course Statistics for the Selected Term(s)","N",,"N"
"COMP","COMP","RSC Exception Reports","SB Address but NOT Enrolled","Mailroom","Mailroom Analysis","CSV Report","Active Box, No Active Enrollment","N",,"N"
"COMP","COMP","RSC Exception Reports","""RSC"" found in non SB Address Type","Student.Demographics","Student Address Analysis","CSV Report","Data Audit - RSC In Non-SB Address Report","N",,"N"
"COMP","COMP","Alumni","By School and Major","Student.Graduation","Graduation Analysis","CSV Report","Graduates Report - by School and Major","N",,"N"
"FAISMGR","FREEMAND","VERIFICATION","COUNT-All students selected for verification crosstab","Financial Aid.Requirements","Financial Aid Requirements Analysis","CSV Report","Selected for Verification Report","N",,"N"
"FAISMGR","FREEMAND","VERIFICATION","COUNT-All students selected for verification","Financial Aid.Requirements","Financial Aid Requirements Analysis","CSV Report","Selected for Verification Report","N",,"N"
"FAISMGR","FREEMAND","VERIFICATION","Verification Code and Verification Group","Financial Aid.Requirements","Financial Aid Requirements Analysis","CSV Report","Verification Group Report","N",,"N"
"FAISMGR","FREEMAND","VERIFICATION","RRAAREQ verification NOT completed","Financial Aid.Requirements","Financial Aid Requirements Analysis","CSV Report","Verification Not Completed Report","N",,"N"
"FAISMGR","FREEMAND","VERIFICATION","All ADMITTED students selected for verification","Financial Aid.Requirements","Financial Aid Requirements Analysis","CSV Report","Selected for Verification Report","N",,"N"
"FAISMGR","MECOUCHT","Student Groups Assigned","Sheet1","Financial Aid.Applicants","Financial Aid Applicant Analysis","CSV Report","Student Groups Report","N",,"N"
"FAISMGR","COMP","Student Groups Assigned Tom","Sheet 1","Financial Aid.Applicants","Financial Aid Applicant Analysis","CSV Report","Student Groups Report","N",,"N"
"FAISMGR","FREEMAND","Admit type-Freshmen-Transfer students","Multiple worksheets...","Financial Aid","Financial Aid Analysis","CSV Report","Admitted Students Report","N",,"N"
"FAISMGR","MECOUCHT","EOF Data","Total for Student","Financial Aid.EOF Program","EOF Analysis","CSV Report","EOF Students Report - with All Accepted Awards","N",,"N"
"FAISMGR","MECOUCHT","EOF Data","by Student","Financial Aid.EOF Program","EOF Analysis","CSV Report","EOF Students Report - with All Accepted Awards","N",,"N"
"FAISMGR","MECOUCHT","EOF Data","3STCKA Amts","Financial Aid.EOF Program","EOF Analysis","CSV Report","Stockton Award Report - Overcost","N",,"N"
"FAISMGR","MECOUCHT","EOF Data","Total for Student 2","Financial Aid.EOF Program","EOF Analysis","CSV Report","EOF Students Report - with All Accepted Awards","N",,"N"
"FAISMGR","FREEMAND","Admit status","Sheet 1","Financial Aid","Financial Aid Analysis","CSV Report","Admitted Students Report","N",,"N"
"FAISMGR","FREEMAND","Admit status","All students","Financial Aid","Financial Aid Analysis","CSV Report","Admitted Students Report","N",,"N"
"FAISMGR","FREEMAND","Admit status","Entry term","Financial Aid","Financial Aid Analysis","CSV Report","Admitted Students Report","N",,"N"
"FAISMGR","FREEMAND","Admit status","All ACCEPTED - FRESHMEN - cc or ie","Financial Aid","Financial Aid Analysis","CSV Report","Admitted Students Report","N",,"N"
"FAISMGR","FREEMAND","Admit status","All ACCEPTED - not IE- but CC did not pay deposit","Financial Aid","Financial Aid Analysis","CSV Report","Admitted Students Report","N",,"N"
"FAISMGR","FREEMAND","Admit status","Student Status","Financial Aid","Financial Aid Analysis","CSV Report","Student Status Report","N",,"N"
"FAISMGR","FREEMAND","Entering Freshmen Financial Aid awards","Sheet 1","Financial Aid","Financial Aid Analysis","CSV Report","Admitted Students Report","N",,"N"
"FAISMGR","FREEMAND","Entering Freshmen Financial Aid awards","Financial Aid Awards","Financial Aid.Applicants","Financial Aid Applicant Analysis","CSV Report","Need Data Report","N",,"N"
"ALUMNI","JOHNS193","Prospect_Report","Prospects All contact Reports by Project","Alumni","Contact Analysis","CSV Report","Contact Report","N",,"N"
"ALUMNI","JOHNS193","Alumni_Event_Metrics_Report","Total # of Unique Alumni Attendees","Alumni","Event Analysis","Crosstab","Event Attendance Summary","N",,"N"
"FAISMGR","FREEMAND","Entering Freshmen Financial Aid awards","Financial Aid Awards 2","Financial Aid.Applicants","Financial Aid Applicant Analysis","CSV Report","Need Data Report","N",,"N"
"FAISMGR","FREEMAND","Entering Freshmen Financial Aid awards","Financial Aid Awards -on-off campus-Freshmen","Financial Aid.Applicants","Financial Aid Applicant Analysis","CSV Report","Need Data Report","N",,"N"
"FAISMGR","FREEMAND","Verified-incoming students","Sheet 1","Financial Aid.Applicants","Financial Aid Applicant Analysis","CSV Report","Admitted Students Report","N",,"N"
"FAISMGR","FREEMAND","Verified-incoming students","Sheet 3","Financial Aid.Applicants","Financial Aid Applicant Analysis","CSV Report","Admitted Students Report","N",,"N"
"FAISMGR","FREEMAND","Verified-incoming students","Admit Status = CC,IE,AR","Financial Aid.Applicants","Financial Aid Applicant Analysis","CSV Report","Admitted Students Report","N",,"N"
"FAISMGR","FREEMAND","Verification - Professional Staff","Professional Staff-enrolled applicants-Verification incomplete","Financial Aid.Applicants","Financial Aid Applicant Analysis","CSV Report","Required Documents Report","N",,"N"
"FAISMGR","FREEMAND","Verification - Professional Staff","Professional Staff-all applicants-Verification incomplete","Financial Aid.Applicants","Financial Aid Applicant Analysis","CSV Report","Verification Not Complete Report","N",,"N"
"FAISMGR","FREEMAND","Verification - Professional Staff","Verification not complete","Financial Aid.Applicants","Financial Aid Applicant Analysis","CSV Report","Verification Not Complete Report","N",,"N"
"FAISMGR","FREEMAND","Verification - Professional Staff","All applicants","Financial Aid.Applicants","Financial Aid Applicant Analysis","CSV Report","Email Addresses Report","N",,"N"
"FAISMGR","FREEMAND","Verification - Professional Staff","ALL-enrolled verified students ","Financial Aid.Requirements","Financial Aid Requirements Analysis","CSV Report","Verification in Process - Credit Hours Report","N",,"N"
"FAISMGR","FREEMAND","Verification - Professional Staff","ALL-enrolled verified students-verification incomplete with fund code","Financial Aid","Financial Aid Analysis","Crosstab Report","Accepted Awards Crosstab Report - by Year - Verification Incomplete","N",,"N"
"FAISMGR","FREEMAND","Verification - Professional Staff","Verify = ""V""","Financial Aid","Financial Aid Analysis","CSV Report","Selected for Verification Report","N",,"N"
"FAISMGR","FREEMAND","Verification - Professional Staff","Professional Judgement","Financial Aid.Requirements","Financial Aid Requirements Analysis","CSV Report","Student Detail Report","N",,"N"
"FAISMGR","FREEMAND","Verification - Professional Staff","Professional Judgement - NOT completed","Financial Aid.Requirements","Financial Aid Requirements Analysis","CSV Report","Student Detail Report","N",,"N"
"FAISMGR","FREEMAND","Verification - Professional Staff","PROFJD = R","Financial Aid.Requirements","Financial Aid Requirements Analysis","CSV Report","Student Detail Report","N",,"N"
"FAISMGR","FREEMAND","Verification - Professional Staff","Professional Staff-all applicants-Verification completed","Financial Aid.Requirements","Financial Aid Requirements Analysis","CSV Report","Student Detail Report","N",,"N"
"FAISMGR","FREEMAND","Verification - Professional Staff","Verification completed with date","Financial Aid.Requirements","Financial Aid Requirements Analysis","CSV Report","Verification Completed Report","N",,"N"
"FAISMGR","FREEMAND","Scholarship Reports","Scholarship Yields","Financial Aid.Scholarships","Scholarship Yield Analysis","CSV Report","New Student Scholarship Yield Report","N",,"N"
"FAISMGR","COMP","Loan amounts by Lender Report","Fund Like 8%","Financial Aid.Loans","External Loan Analysis","Crosstab","Requested Amount Summary - By Lender","N",,"N"
"FAISMGR","COMP","EOF report - outstanding documents","EOF students with outstanding requirements-Verified or Not verified","Financial Aid.Requirements","Financial Aid Requirements Analysis","CSV Report","Required Documents Report - EOF Students","N",,"N"
"FAISMGR","COMP","EOF report - outstanding documents","EOF eligible students","Financial Aid.EOF Program","EOF Analysis","CSV Report","EOF Students Report","N",,"N"
"FAISMGR","COMP","Veteran Report by Aid Year","Aid Year 1819, National Guard 201720,201680","Financial Aid","Veteran Aid Analysis","CSV Report","No ISIR in Next Aid Year Report - National Guard","N",,"N"
"FAISMGR","COMP","Veteran Report by Aid Year","Aid Year 1819, National Guard With E-mail Addresses","Financial Aid","Veteran Aid Analysis","CSV Report","No ISIR in Next Aid Year Report - National Guard","N",,"N"
"FIMSMGR","COMP","Vendor AP DD","Sheet 1","Finance.Vendors","Direct Deposit Analysis","CSV Report","Direct Deposit Report","N",,"N"
"FAISMGR","FREEMAND","Veterans Report - for Veterans Office","Veteran students FAFSA status","Financial Aid","Veteran Aid Analysis","CSV Report","No FAFSA for Next Aid Year Report","N",,"N"
"FAISMGR","FREEMAND","Veterans Report - for Veterans Office","Veteran students with outstanding requirements-Verified or Not Verified","Financial Aid","Veteran Aid Analysis","CSV Report","Outstanding Requirements Report","N",,"N"
"FIMSMGR","COMP","Purchase Order Volume Reports","Volume by Invoice Amount Detail","Finance.Purchases/Transactions","Invoice & Purchase Analysis","CSV Report","Invoice Detail Report - with Total Vendor Volume Groups","N",,"N"
"FIMSMGR","COMP","Purchase Order Volume Reports","Volume by InvoiceTotals","Finance.Purchases/Transactions","Invoice & Purchase Analysis","CSV Report","Invoice Detail Report - with Total Vendor Volume Groups","N",,"N"
"FIMSMGR","COMP","Purchase Order Detail Report","Purchase Order Detail","Finance.Purchases/Transactions","Invoice & Purchase Analysis","CSV Report","Purchase Order Report - Detail","N",,"N"
"FIMSMGR","COMP","Purchase Order Activity Reports","Counts by PO","Finance.Purchases/Transactions","Invoice & Purchase Analysis","Crosstab","Counts by Total Vendor Volume Group","N",,"N"
"SATURN","COMP","Cenus Day Enrollment Data","Cenus Day Enrollments","Institutional Research.Student Unit Record (SURE)","Enrollment","CSV Report","Enrollment Report","N",,"N"
"SATURN","GLASSA","Advisees by Division, Program, Faculty & Yearwith address information_GRAD1","Advisee count by Advisor","Student.Advising","Advisee Analysis","MultiColumn ListBox","Advisors","N",,"N"
